job_position,technology_skills,knowledge,skills
, Email software,Computers and Electronics,Active Learning
, Microsoft Outlook Information retrieval or search software ,Communications and Media,Monitoring
, DOC Cop,Philosophy and Theology,Complex Problem Solving
, iParadigms Turnitin Internet browser software ,,Judgment and Decision Making
, Web browser software Office suite software ,,Social Perceptiveness
, Microsoft Office Optical character reader OCR or scanning software ,,Coordination
, Image scanning software Presentation software ,,Service Orientation
, Microsoft PowerPoint Spreadsheet software ,,Systems Analysis
, Microsoft Excel Word processing software ,,Systems Evaluation
, Collaborative editing software,,Time Management
, Google Docs,,Management of Personnel Resources
, Microsoft Word ,,Persuasion
"Sociology Teachers, Postsecondary",Analytical or scientific software ,Sociology and Anthropology,Speaking
, Centre for Multilevel Modeling MLwiN,English Language,Reading Comprehension
, SAS  ,Education and Training,Active Listening
, Social network analysis software,Psychology,Instructing
, The MathWorks MATLAB  (see all 9 examples)Calendar and scheduling softwareComputer based training software ,Computers and Electronics,Writing
, Blackboard Learn,Mathematics,Learning Strategies
, Desire2Learn,Philosophy and Theology,Active Learning
, Learning management system LMS,History and Archeology,Critical Thinking
, Sakai CLE  (see all 5 examples)Data base user interface and query software ,Law and Government,Monitoring
, Data entry software Electronic mail software ,Customer and Personal Service,Social Perceptiveness
, Email software,Administration and Management,Complex Problem Solving
, Microsoft Outlook Information retrieval or search software ,Clerical,Judgment and Decision Making
, DOC Cop,,Time Management
, iParadigms Turnitin Internet browser software ,,Coordination
, Web browser software Object or component oriented development software ,,Management of Personnel Resources
, R Office suite software ,,Service Orientation
, Microsoft Office Optical character reader OCR or scanning software ,,
, Image scanning software Presentation software ,,
, Microsoft PowerPoint Spreadsheet software ,,
, Microsoft Excel Word processing software ,,
, Collaborative editing software,,
, Google Docs,,
, Microsoft Word ,,
"Special Education Teachers, Kindergarten and Elementary School",Computer based training software ,Education and Training,Instructing
, Children's educational software,English Language,Social Perceptiveness
, Scientific Learning Fast ForWord Data base user interface and query software ,Psychology,Learning Strategies
, American Sign Language Browser,Clerical,Active Listening
, Individualized Educational Program IEP software Device drivers or system software ,Mathematics,Coordination
, Screen magnification software,Customer and Personal Service,Critical Thinking
, Screen reader software,Public Safety and Security,Reading Comprehension
, Synapse outSPOKEN,Administration and Management,Service Orientation
, The vOICe Learning Edition Electronic mail software ,Computers and Electronics,Speaking
, Email software,Therapy and Counseling,Monitoring
, Microsoft Outlook Graphics or photo imaging software ,Law and Government,Writing
, Drawing software Internet browser software ,Sociology and Anthropology,Active Learning
, Web browser software Office suite software ,,Persuasion
, Microsoft Office Presentation software ,,Time Management
, Microsoft PowerPoint Spreadsheet software ,,Complex Problem Solving
, Microsoft Excel Voice recognition software ,,Judgment and Decision Making
, goQ WordQ,,Negotiation
, Nuance Dragon NaturallySpeaking,,Systems Analysis
, Voice activated software Word processing software ,,
, Microsoft Word ,,
"Special Education Teachers, Middle School",Computer based training software ,Education and Training,Instructing
, Text to speech software Device drivers or system software ,English Language,Speaking
, Screen magnification software,Psychology,Active Learning
, Screen reader software Electronic mail software ,Customer and Personal Service,Active Listening
, Email software Internet browser software ,Mathematics,Learning Strategies
, Web browser software Office suite software ,Computers and Electronics,Critical Thinking
, Microsoft Office Presentation software ,Clerical,Reading Comprehension
, Microsoft PowerPoint Project management software ,Therapy and Counseling,Social Perceptiveness
, Microsoft SharePoint Spell checkers ,Public Safety and Security,Time Management
, Hand held spell checkers Spreadsheet software ,,Coordination
, Microsoft Excel Video creation and editing software ,,Monitoring
, Video editing software Voice recognition software ,,Service Orientation
, Voice activated software Word processing software ,,Writing
, Microsoft Word ,,Complex Problem Solving
,,,Judgment and Decision Making
,,,Negotiation
,,,Persuasion
,,,Management of Personnel Resources
"Special Education Teachers, Preschool",Computer based training software ,,
, Children's educational software Data base user interface and query software ,,
, American Sign Language Browser Device drivers or system software ,,
, Screen magnification software,,
, Screen reader software Electronic mail software ,,
, Email software Graphics or photo imaging software ,,
, Drawing software Internet browser software ,,
, Web browser software Office suite software ,,
, Microsoft Office Presentation software ,,
, Microsoft PowerPoint Spreadsheet software ,,
, Microsoft Excel Word processing software ,,
, Microsoft Word ,,
"Special Education Teachers, Secondary School",Computer based training software ,English Language,Learning Strategies
, Text to speech software Device drivers or system software ,Education and Training,Active Listening
, Screen magnification software,Computers and Electronics,Instructing
, Screen reader software Electronic mail software ,Mathematics,Reading Comprehension
, Email software Internet browser software ,Customer and Personal Service,Service Orientation
, Web browser software Office suite software ,Psychology,Social Perceptiveness
, Microsoft Office Presentation software ,Administration and Management,Speaking
, Microsoft PowerPoint Project management software ,Clerical,Writing
, Microsoft SharePoint Spell checkers ,Public Safety and Security,Coordination
, Hand held spell checkers Spreadsheet software ,Therapy and Counseling,Monitoring
, Microsoft Excel Video creation and editing software ,Geography,Complex Problem Solving
, Video editing software Voice recognition software ,Sociology and Anthropology,Critical Thinking
, Voice activated software Word processing software ,,Time Management
, Microsoft Word ,,Judgment and Decision Making
,,,Active Learning
,,,Persuasion
,,,Negotiation
Teacher Assistants,Calendar and scheduling software ,,Active Listening
, High School Scheduling and Transcript HSST Computer based training software ,,Speaking
, Children's educational software,,Instructing
, Text to speech software Data base user interface and query software ,,Social Perceptiveness
, Automate the Schools ATS,,Coordination
, Blackboard  ,,Learning Strategies
, Data entry software  ,,Reading Comprehension
, Special Education Student Information System SESIS  (see all 5 examples)Device drivers or system software ,,Active Learning
, Screen magnification software,,Critical Thinking
, Screen reader software Electronic mail software ,,Judgment and Decision Making
, Email software Internet browser software ,,Monitoring
, Web browser software Office suite software ,,Service Orientation
, Microsoft Office Presentation software ,,
, Microsoft PowerPoint Spell checkers ,,
, Hand held spell checkers Spreadsheet software ,,
, Microsoft Excel Word processing software ,,
, Microsoft Word ,,
Tutors,Calendar and scheduling software ,,Instructing
, Appointment scheduling software Computer based training software ,,Active Listening
, Academic educational software Data base user interface and query software ,,Learning Strategies
, Blackboard  ,,Reading Comprehension
, Database software,,Speaking
, Redrock Software TutorTrac Electronic mail software ,,Active Learning
, Email software Graphics or photo imaging software ,,Critical Thinking
, Adobe Systems Adobe Fireworks Internet browser software ,,Social Perceptiveness
, Web browser software Office suite software ,,Complex Problem Solving
, Microsoft Office Presentation software ,,Monitoring
